,image_name,group_id,group_start_frame_idx,frame_idx,left_most_column,right_most_column,left_most_index,right_most_index
3,content\data\images\10H-20L\image_group_26_frame_2559.0.jpg,26,2520.0,2559.0,690,1033,1,7
4,content\data\images\10H-20L\image_group_26_frame_2560.0.jpg,26,2520.0,2560.0,906,1233,9,1
5,content\data\images\10H-20L\image_group_26_frame_2561.0.jpg,26,2520.0,2561.0,690,909,2,8
6,content\data\images\10H-20L\image_group_26_frame_2562.0.jpg,26,2520.0,2562.0,867,1233,6,0
7,content\data\images\10H-20L\image_group_26_frame_2563.0.jpg,26,2520.0,2563.0,690,907,3,9
8,content\data\images\10H-20L\image_group_26_frame_2564.0.jpg,26,2520.0,2564.0,740,1232,5,4
9,content\data\images\10H-20L\image_group_26_frame_2566.0.jpg,26,2520.0,2566.0,691,1232,4,3
0,content\data\images\10H-20L\image_group_27_frame_2609.0.jpg,27,2574.0,2609.0,906,1233,7,5
1,content\data\images\10H-20L\image_group_27_frame_2611.0.jpg,27,2574.0,2611.0,686,1221,0,6
2,content\data\images\10H-20L\image_group_27_frame_2612.0.jpg,27,2574.0,2612.0,906,1233,8,4
3,content\data\images\10H-20L\image_group_27_frame_2613.0.jpg,27,2574.0,2613.0,686,1135,1,7
4,content\data\images\10H-20L\image_group_27_frame_2614.0.jpg,27,2574.0,2614.0,906,1233,9,3
5,content\data\images\10H-20L\image_group_27_frame_2615.0.jpg,27,2574.0,2615.0,686,981,2,8
6,content\data\images\10H-20L\image_group_27_frame_2616.0.jpg,27,2574.0,2616.0,906,1233,10,2
7,content\data\images\10H-20L\image_group_27_frame_2617.0.jpg,27,2574.0,2617.0,686,907,3,10
8,content\data\images\10H-20L\image_group_27_frame_2618.0.jpg,27,2574.0,2618.0,820,1233,6,1
9,content\data\images\10H-20L\image_group_27_frame_2619.0.jpg,27,2574.0,2619.0,686,907,4,9
10,content\data\images\10H-20L\image_group_27_frame_2620.0.jpg,27,2574.0,2620.0,714,1233,5,0
0,content\data\images\10H-20L\image_group_28_frame_2943.0.jpg,28,2628.0,2943.0,686,907,0,11
1,content\data\images\10H-20L\image_group_28_frame_2944.0.jpg,28,2628.0,2944.0,837,1235,11,5
2,content\data\images\10H-20L\image_group_28_frame_2945.0.jpg,28,2628.0,2945.0,686,907,1,10
3,content\data\images\10H-20L\image_group_28_frame_2946.0.jpg,28,2628.0,2946.0,829,1236,10,0
4,content\data\images\10H-20L\image_group_28_frame_2947.0.jpg,28,2628.0,2947.0,686,907,2,9
5,content\data\images\10H-20L\image_group_28_frame_2948.0.jpg,28,2628.0,2948.0,822,1235,9,4
6,content\data\images\10H-20L\image_group_28_frame_2949.0.jpg,28,2628.0,2949.0,686,907,3,8
7,content\data\images\10H-20L\image_group_28_frame_2950.0.jpg,28,2628.0,2950.0,813,1235,8,3
8,content\data\images\10H-20L\image_group_28_frame_2951.0.jpg,28,2628.0,2951.0,686,907,4,7
9,content\data\images\10H-20L\image_group_28_frame_2952.0.jpg,28,2628.0,2952.0,805,1235,7,2
10,content\data\images\10H-20L\image_group_28_frame_2953.0.jpg,28,2628.0,2953.0,686,907,5,6
